MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Lufttemperatur,Tiefste Lufttemperatur,2008,200804,-1.7,0.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200805,5.1,4.4,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200806,7,8.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200807,9.9,8.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200808,8.1,8.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200809,2.5,5.4,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200810,0,-0.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200811,-4.3,-6.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200812,-7.9,-8.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2007,200701,-7.9,-13.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2007,200702,-2.5,-10.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2007,200703,-1.3,-7.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2007,200704,0.5,-2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2007,200705,4.4,3.7,,,2
Lufttemperatur,Tiefste Lufttemperatur,2007,200706,8.8,3.7,,,2
Lufttemperatur,Tiefste Lufttemperatur,2007,200707,8.7,12.9,,,2
Lufttemperatur,Tiefste Lufttemperatur,2007,200708,8.3,8.3,,,2
Lufttemperatur,Tiefste Lufttemperatur,2007,200709,5.4,7.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2007,200710,-0.2,0.3,,,1
Lufttemperatur,Tiefste Lufttemperatur,2007,200711,-6.8,-2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2007,200712,-8.9,-5.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2006,200601,-13.3,-11.7,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2006,200602,-10.8,-14.3,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2006,200603,-7.6,-16,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200604,-2,0.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200605,3.7,1.9,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200606,3.7,6.4,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2006,200607,12.9,9.2,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200608,8.3,8.8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200609,7.7,5.8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200610,0.3,0.9,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200611,-2,-6.5,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2006,200612,-5.8,-9.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2005,200501,-11.7,-11.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2005,200502,-14.3,-6.7,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2005,200503,-16,-6,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200504,0.1,-0.9,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200505,1.9,2.1,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200506,6.4,7.7,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200507,9.2,9.9,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200508,8.8,11,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200509,5.8,6.3,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200510,0.9,1.9,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200511,-6.5,-5,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2005,200512,-9.9,-10.4,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2004,200401,-11.5,-13.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2004,200402,-6.7,-12.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2004,200403,-6,-3.5,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2004,200404,-0.9,-4.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2004,200405,2.1,2.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2004,200406,7.7,11,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2004,200407,9.9,11.3,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2004,200408,11,10.6,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2004,200409,6.3,4.4,,,0
Lufttemperatur,Tiefste Lufttemperatur,2004,200410,1.9,-4.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2004,200411,-5,-1.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2004,200412,-10.4,-11.4,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200301,-13.1,-12.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2003,200302,-12.2,-3.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200303,-3.5,-2.4,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200304,-4.8,-1.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200305,2.8,5.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200306,11,9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200307,11.3,9.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200308,10.6,12,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200309,4.4,0.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200310,-4.2,2.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2003,200311,-1.9,0.5,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2003,200312,-11.4,-8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2002,200201,-12.5,-10.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200202,-3.7,-6.1,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200203,-2.4,-1.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200204,-1.8,-2.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200205,5.5,6.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200206,9,5.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200207,9.3,10.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200208,12,9.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200209,0.6,3.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200210,2.3,5.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200211,0.5,-4.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2002,200212,-8,-15.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200101,-10.3,-16.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200102,-6.1,-3.3,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200103,-1.6,-2.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200104,-2.3,-1.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200105,6.6,5.3,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200106,5.7,6.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200107,10.5,8.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200108,9.8,10.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200109,3.2,6.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200110,5.9,4.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200111,-4.8,-2.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2001,200112,-15.5,-8.1,,,0
Lufttemperatur,Tiefste Lufttemperatur,2000,200001,-16.4,,,,-16
Lufttemperatur,Tiefste Lufttemperatur,2000,200002,-3.3,,,,-10
Lufttemperatur,Tiefste Lufttemperatur,2000,200003,-2.7,,,,-7
Lufttemperatur,Tiefste Lufttemperatur,2000,200004,-1.2,,,,-6
Lufttemperatur,Tiefste Lufttemperatur,2000,200005,5.3,,,,-4
Lufttemperatur,Tiefste Lufttemperatur,2000,200006,6.7,,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2000,200007,8.5,,,,0
Lufttemperatur,Tiefste Lufttemperatur,2000,200008,10.9,,,,1
Lufttemperatur,Tiefste Lufttemperatur,2000,200009,6.6,,,,2
Lufttemperatur,Tiefste Lufttemperatur,2000,200010,4.5,,,,2
Lufttemperatur,Tiefste Lufttemperatur,2000,200011,-2.4,,,,2
Lufttemperatur,Tiefste Lufttemperatur,2000,200012,-8.1,,,,1
Niederschlag,Niederschlagsmenge insgesamt,2021,202101,,23,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202102,,122,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202103,,61,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202104,,32,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202105,,65,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202106,,207,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202107,,95,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202108,,151,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202109,,63,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202110,,93,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202111,,17,,,
Niederschlag,Niederschlagsmenge insgesamt,2021,202112,,,,,
Niederschlag,Niederschlagsmenge insgesamt,2020,202001,23,88,-51.06,-73.86,75
Niederschlag,Niederschlagsmenge insgesamt,2020,202002,122,52,430.43,134.62,81
Niederschlag,Niederschlagsmenge insgesamt,2020,202003,61,44,-50,38.64,82
Niederschlag,Niederschlagsmenge insgesamt,2020,202004,32,21,-47.54,52.38,83
Niederschlag,Niederschlagsmenge insgesamt,2020,202005,65,192,103.13,-66.15,73
Niederschlag,Niederschlagsmenge insgesamt,2020,202006,207,69,218.46,200,84
Niederschlag,Niederschlagsmenge insgesamt,2020,202007,95,124,-54.11,-23.39,82
Niederschlag,Niederschlagsmenge insgesamt,2020,202008,151,151,58.95,0,82
Niederschlag,Niederschlagsmenge insgesamt,2020,202009,63,66,-58.28,-4.55,82
Niederschlag,Niederschlagsmenge insgesamt,2020,202010,93,86,47.62,8.14,82
Niederschlag,Niederschlagsmenge insgesamt,2020,202011,17,26,-81.72,-34.62,81
Niederschlag,Niederschlagsmenge insgesamt,2020,202012,,47,,,
Niederschlag,Niederschlagsmenge insgesamt,2019,201901,88,105,4.76,-16.19,78
Niederschlag,Niederschlagsmenge insgesamt,2019,201902,52,53,-40.91,-1.89,77
Niederschlag,Niederschlagsmenge insgesamt,2019,201903,44,39,-15.38,12.82,78
Niederschlag,Niederschlagsmenge insgesamt,2019,201904,21,10,-52.27,110,79
Niederschlag,Niederschlagsmenge insgesamt,2019,201905,192,141,814.29,36.17,83
Niederschlag,Niederschlagsmenge insgesamt,2019,201906,69,133,-64.06,-48.12,78
Niederschlag,Niederschlagsmenge insgesamt,2019,201907,124,92,79.71,34.78,80
Niederschlag,Niederschlagsmenge insgesamt,2019,201908,151,101,21.77,49.5,85
Niederschlag,Niederschlagsmenge insgesamt,2019,201909,66,118,-56.29,-44.07,80
Niederschlag,Niederschlagsmenge insgesamt,2019,201910,86,46,30.3,86.96,84
Niederschlag,Niederschlagsmenge insgesamt,2019,201911,26,25,-69.77,4,84
Niederschlag,Niederschlagsmenge insgesamt,2019,201912,47,84,80.77,-44.05,81
Niederschlag,Niederschlagsmenge insgesamt,2018,201801,105,45,61.54,133.33,83
Niederschlag,Niederschlagsmenge insgesamt,2018,201802,53,36,-49.52,47.22,84
Niederschlag,Niederschlagsmenge insgesamt,2018,201803,39,39,-26.42,0,84
Niederschlag,Niederschlagsmenge insgesamt,2018,201804,10,104,-74.36,-90.38,76
Niederschlag,Niederschlagsmenge insgesamt,2018,201805,141,98,1310,43.88,80
Niederschlag,Niederschlagsmenge insgesamt,2018,201806,133,77,-5.67,72.73,85
Niederschlag,Niederschlagsmenge insgesamt,2018,201807,92,138,-30.83,-33.33,81
Niederschlag,Niederschlagsmenge insgesamt,2018,201808,101,139,9.78,-27.34,78
Niederschlag,Niederschlagsmenge insgesamt,2018,201809,118,55,16.83,114.55,83
Niederschlag,Niederschlagsmenge insgesamt,2018,201810,46,60,-61.02,-23.33,82
Niederschlag,Niederschlagsmenge insgesamt,2018,201811,25,76,-45.65,-67.11,77
Niederschlag,Niederschlagsmenge insgesamt,2018,201812,84,65,236,29.23,79
Niederschlag,Niederschlagsmenge insgesamt,2017,201701,45,93,800,-51.61,75
Niederschlag,Niederschlagsmenge insgesamt,2017,201702,36,75,-20,-52,72
Niederschlag,Niederschlagsmenge insgesamt,2017,201703,39,43,8.33,-9.3,72
Niederschlag,Niederschlagsmenge insgesamt,2017,201704,104,62,166.67,67.74,75
Niederschlag,Niederschlagsmenge insgesamt,2017,201705,98,119,-5.77,-17.65,74
Niederschlag,Niederschlagsmenge insgesamt,2017,201706,77,104,-21.43,-25.96,71
Niederschlag,Niederschlagsmenge insgesamt,2017,201707,138,116,79.22,18.97,73
Niederschlag,Niederschlagsmenge insgesamt,2017,201708,139,105,0.72,32.38,76
Niederschlag,Niederschlagsmenge insgesamt,2017,201709,55,117,-60.43,-52.99,71
Niederschlag,Niederschlagsmenge insgesamt,2017,201710,60,45,9.09,33.33,72
Niederschlag,Niederschlagsmenge insgesamt,2017,201711,76,69,26.67,10.14,73
Niederschlag,Niederschlagsmenge insgesamt,2017,201712,65,5,-14.47,1200,78
Niederschlag,Niederschlagsmenge insgesamt,2016,201601,93,87,287.5,6.9,71
Niederschlag,Niederschlagsmenge insgesamt,2016,201602,75,20,-19.35,275,76
Niederschlag,Niederschlagsmenge insgesamt,2016,201603,43,66,-42.67,-34.85,74
Niederschlag,Niederschlagsmenge insgesamt,2016,201604,62,62,44.19,0,74
Niederschlag,Niederschlagsmenge insgesamt,2016,201605,119,136,91.94,-12.5,73
Niederschlag,Niederschlagsmenge insgesamt,2016,201606,104,130,-12.61,-20,70
Niederschlag,Niederschlagsmenge insgesamt,2016,201607,116,43,11.54,169.77,76
Niederschlag,Niederschlagsmenge insgesamt,2016,201608,105,66,-9.48,59.09,80
Niederschlag,Niederschlagsmenge insgesamt,2016,201609,117,58,11.43,101.72,85
Niederschlag,Niederschlagsmenge insgesamt,2016,201610,45,89,-61.54,-49.44,81
Niederschlag,Niederschlagsmenge insgesamt,2016,201611,69,68,53.33,1.47,81
Niederschlag,Niederschlagsmenge insgesamt,2016,201612,5,24,-92.75,-79.17,79
Niederschlag,Niederschlagsmenge insgesamt,2015,201501,87,68,31.82,27.94,73
Niederschlag,Niederschlagsmenge insgesamt,2015,201502,20,15,-77.01,33.33,73
Niederschlag,Niederschlagsmenge insgesamt,2015,201503,66,28,230,135.71,76
Niederschlag,Niederschlagsmenge insgesamt,2015,201504,62,38,-6.06,63.16,78
Niederschlag,Niederschlagsmenge insgesamt,2015,201505,136,74,119.35,83.78,84
Niederschlag,Niederschlagsmenge insgesamt,2015,201506,130,67,-4.41,94.03,89
Niederschlag,Niederschlagsmenge insgesamt,2015,201507,43,142,-66.92,-69.72,81
Niederschlag,Niederschlagsmenge insgesamt,2015,201508,66,125,53.49,-47.2,76
Niederschlag,Niederschlagsmenge insgesamt,2015,201509,58,102,-12.12,-43.14,72
Niederschlag,Niederschlagsmenge insgesamt,2015,201510,89,85,53.45,4.71,72
Niederschlag,Niederschlagsmenge insgesamt,2015,201511,68,45,-23.6,51.11,74
Niederschlag,Niederschlagsmenge insgesamt,2015,201512,24,66,-64.71,-63.64,71
Niederschlag,Niederschlagsmenge insgesamt,2014,201401,68,81,655.56,-16.05,76
Niederschlag,Niederschlagsmenge insgesamt,2014,201402,15,84,-77.94,-82.14,71
Niederschlag,Niederschlagsmenge insgesamt,2014,201403,28,49,86.67,-42.86,69
Niederschlag,Niederschlagsmenge insgesamt,2014,201404,38,24,35.71,58.33,70
Niederschlag,Niederschlagsmenge insgesamt,2014,201405,74,155,94.74,-52.26,63
Niederschlag,Niederschlagsmenge insgesamt,2014,201406,67,173,-9.46,-61.27,55
Niederschlag,Niederschlagsmenge insgesamt,2014,201407,142,21,111.94,576.19,65
Niederschlag,Niederschlagsmenge insgesamt,2014,201408,125,94,-11.97,32.98,67
Niederschlag,Niederschlagsmenge insgesamt,2014,201409,102,89,-18.4,14.61,68
Niederschlag,Niederschlagsmenge insgesamt,2014,201410,85,94,-16.67,-9.57,68
Niederschlag,Niederschlagsmenge insgesamt,2014,201411,45,57,-47.06,-21.05,67
Niederschlag,Niederschlagsmenge insgesamt,2014,201412,66,9,46.67,633.33,71
Niederschlag,Niederschlagsmenge insgesamt,2013,201301,81,95,-1.22,-14.74,79
Niederschlag,Niederschlagsmenge insgesamt,2013,201302,84,22,3.7,281.82,84
Niederschlag,Niederschlagsmenge insgesamt,2013,201303,49,24,-41.67,104.17,86
Niederschlag,Niederschlagsmenge insgesamt,2013,201304,24,70,-51.02,-65.71,82
Niederschlag,Niederschlagsmenge insgesamt,2013,201305,155,66,545.83,134.85,90
Niederschlag,Niederschlagsmenge insgesamt,2013,201306,173,187,11.61,-7.49,89
Niederschlag,Niederschlagsmenge insgesamt,2013,201307,21,66,-87.86,-68.18,85
Niederschlag,Niederschlagsmenge insgesamt,2013,201308,94,175,347.62,-46.29,78
Niederschlag,Niederschlagsmenge insgesamt,2013,201309,89,56,-5.32,58.93,81
Niederschlag,Niederschlagsmenge insgesamt,2013,201310,94,58,5.62,62.07,84
Niederschlag,Niederschlagsmenge insgesamt,2013,201311,57,61,-39.36,-6.56,84
Niederschlag,Niederschlagsmenge insgesamt,2013,201312,9,82,-84.21,-89.02,78
Niederschlag,Niederschlagsmenge insgesamt,2012,201201,95,55,-10.38,72.73,84
Niederschlag,Niederschlagsmenge insgesamt,2012,201202,22,13,-76.84,69.23,85
Niederschlag,Niederschlagsmenge insgesamt,2012,201203,24,70,9.09,-65.71,81
Niederschlag,Niederschlagsmenge insgesamt,2012,201204,70,23,191.67,204.35,85
Niederschlag,Niederschlagsmenge insgesamt,2012,201205,66,115,-5.71,-42.61,81
Niederschlag,Niederschlagsmenge insgesamt,2012,201206,187,185,183.33,1.08,81
Niederschlag,Niederschlagsmenge insgesamt,2012,201207,66,166,-64.71,-60.24,73
Niederschlag,Niederschlagsmenge insgesamt,2012,201208,175,78,165.15,124.36,81
Niederschlag,Niederschlagsmenge insgesamt,2012,201209,56,114,-68,-50.88,76
Niederschlag,Niederschlagsmenge insgesamt,2012,201210,58,47,3.57,23.4,77
Niederschlag,Niederschlagsmenge insgesamt,2012,201211,61,1,5.17,6000,82
Niederschlag,Niederschlagsmenge insgesamt,2012,201212,82,106,34.43,-22.64,80
Niederschlag,Niederschlagsmenge insgesamt,2011,201101,55,36,-40.86,52.78,86
Niederschlag,Niederschlagsmenge insgesamt,2011,201102,13,34,-76.36,-61.76,85
Niederschlag,Niederschlagsmenge insgesamt,2011,201103,70,39,438.46,79.49,87
Niederschlag,Niederschlagsmenge insgesamt,2011,201104,23,37,-67.14,-37.84,86
Niederschlag,Niederschlagsmenge insgesamt,2011,201105,115,149,400,-22.82,83
Niederschlag,Niederschlagsmenge insgesamt,2011,201106,185,143,60.87,29.37,87
Niederschlag,Niederschlagsmenge insgesamt,2011,201107,166,161,-10.27,3.11,87
Niederschlag,Niederschlagsmenge insgesamt,2011,201108,78,186,-53.01,-58.06,78
Niederschlag,Niederschlagsmenge insgesamt,2011,201109,114,50,46.15,128,84
Niederschlag,Niederschlagsmenge insgesamt,2011,201110,47,43,-58.77,9.3,84
Niederschlag,Niederschlagsmenge insgesamt,2011,201111,1,47,-97.87,-97.87,80
Niederschlag,Niederschlagsmenge insgesamt,2011,201112,106,93,10500,13.98,81
Niederschlag,Niederschlagsmenge insgesamt,2010,201001,36,25,-52.63,44,77
Niederschlag,Niederschlagsmenge insgesamt,2010,201002,34,57,-5.56,-40.35,75
Niederschlag,Niederschlagsmenge insgesamt,2010,201003,39,94,14.71,-58.51,71
Niederschlag,Niederschlagsmenge insgesamt,2010,201004,37,25,-5.13,48,72
Niederschlag,Niederschlagsmenge insgesamt,2010,201005,149,83,302.7,79.52,77
Niederschlag,Niederschlagsmenge insgesamt,2010,201006,143,185,-4.03,-22.7,74
Niederschlag,Niederschlagsmenge insgesamt,2010,201007,161,162,12.59,-0.62,74
Niederschlag,Niederschlagsmenge insgesamt,2010,201008,186,57,15.53,226.32,85
Niederschlag,Niederschlagsmenge insgesamt,2010,201009,50,43,-73.12,16.28,85
Niederschlag,Niederschlagsmenge insgesamt,2010,201010,43,63,-14,-31.75,83
Niederschlag,Niederschlagsmenge insgesamt,2010,201011,47,47,9.3,0,83
Niederschlag,Niederschlagsmenge insgesamt,2010,201012,93,76,97.87,22.37,85
Niederschlag,Niederschlagsmenge insgesamt,2009,200901,25,35,-26.47,-28.57,71
Niederschlag,Niederschlagsmenge insgesamt,2009,200902,57,21,128,171.43,74
Niederschlag,Niederschlagsmenge insgesamt,2009,200903,94,59,64.91,59.32,77
Niederschlag,Niederschlagsmenge insgesamt,2009,200904,25,143,-73.4,-82.52,67
Niederschlag,Niederschlagsmenge insgesamt,2009,200905,83,44,232,88.64,70
Niederschlag,Niederschlagsmenge insgesamt,2009,200906,185,152,122.89,21.71,73
Niederschlag,Niederschlagsmenge insgesamt,2009,200907,162,116,-12.43,39.66,77
Niederschlag,Niederschlagsmenge insgesamt,2009,200908,57,96,-64.81,-40.63,74
Niederschlag,Niederschlagsmenge insgesamt,2009,200909,43,48,-24.56,-10.42,73
Niederschlag,Niederschlagsmenge insgesamt,2009,200910,63,61,46.51,3.28,73
Niederschlag,Niederschlagsmenge insgesamt,2009,200911,47,51,-25.4,-7.84,73
Niederschlag,Niederschlagsmenge insgesamt,2009,200912,76,34,61.7,123.53,76
Niederschlag,Niederschlagsmenge insgesamt,2008,200801,35,56,-28.57,-37.5,88
Niederschlag,Niederschlagsmenge insgesamt,2008,200802,21,55,-40,-61.82,85
Niederschlag,Niederschlagsmenge insgesamt,2008,200803,59,32,180.95,84.38,87
Niederschlag,Niederschlagsmenge insgesamt,2008,200804,143,17,142.37,741.18,98
Niederschlag,Niederschlagsmenge insgesamt,2008,200805,44,174,-69.23,-74.71,87
Niederschlag,Niederschlagsmenge insgesamt,2008,200806,152,68,245.45,123.53,94
Niederschlag,Niederschlagsmenge insgesamt,2008,200807,116,220,-23.68,-47.27,85
Niederschlag,Niederschlagsmenge insgesamt,2008,200808,96,153,-17.24,-37.25,80
Niederschlag,Niederschlagsmenge insgesamt,2008,200809,48,135,-50,-64.44,73
Niederschlag,Niederschlagsmenge insgesamt,2008,200810,61,25,27.08,144,76
Niederschlag,Niederschlagsmenge insgesamt,2008,200811,51,88,-16.39,-42.05,73
Niederschlag,Niederschlagsmenge insgesamt,2008,200812,34,49,-33.33,-30.61,72
Niederschlag,Niederschlagsmenge insgesamt,2007,200701,56,26,33.33,115.38,74
Niederschlag,Niederschlagsmenge insgesamt,2007,200702,55,46,-1.79,19.57,75
Niederschlag,Niederschlagsmenge insgesamt,2007,200703,32,112,-41.82,-71.43,68
Niederschlag,Niederschlagsmenge insgesamt,2007,200704,17,131,-46.88,-87.02,58
Niederschlag,Niederschlagsmenge insgesamt,2007,200705,174,101,923.53,72.28,64
Niederschlag,Niederschlagsmenge insgesamt,2007,200706,68,80,-60.92,-15,63
Niederschlag,Niederschlagsmenge insgesamt,2007,200707,220,45,223.53,388.89,78
Niederschlag,Niederschlagsmenge insgesamt,2007,200708,153,155,-30.45,-1.29,78
Niederschlag,Niederschlagsmenge insgesamt,2007,200709,135,38,-11.76,255.26,86
Niederschlag,Niederschlagsmenge insgesamt,2007,200710,25,48,-81.48,-47.92,84
Niederschlag,Niederschlagsmenge insgesamt,2007,200711,88,31,252,183.87,89
Niederschlag,Niederschlagsmenge insgesamt,2007,200712,49,42,-44.32,16.67,89
Niederschlag,Niederschlagsmenge insgesamt,2006,200601,26,44,-50.94,-40.91,83
Niederschlag,Niederschlagsmenge insgesamt,2006,200602,46,73,76.92,-36.99,81
Niederschlag,Niederschlagsmenge insgesamt,2006,200603,112,48,143.48,133.33,87
Niederschlag,Niederschlagsmenge insgesamt,2006,200604,131,111,16.96,18.02,88
Niederschlag,Niederschlagsmenge insgesamt,2006,200605,101,114,-22.9,-11.4,87
Niederschlag,Niederschlagsmenge insgesamt,2006,200606,80,120,-20.79,-33.33,84
Niederschlag,Niederschlagsmenge insgesamt,2006,200607,45,137,-43.75,-67.15,76
Niederschlag,Niederschlagsmenge insgesamt,2006,200608,155,150,244.44,3.33,77
Niederschlag,Niederschlagsmenge insgesamt,2006,200609,38,83,-75.48,-54.22,73
Niederschlag,Niederschlagsmenge insgesamt,2006,200610,48,42,26.32,14.29,73
Niederschlag,Niederschlagsmenge insgesamt,2006,200611,31,44,-35.42,-29.55,72
Niederschlag,Niederschlagsmenge insgesamt,2006,200612,42,53,35.48,-20.75,71
Niederschlag,Niederschlagsmenge insgesamt,2005,200501,44,125,41.94,-64.8,61
Niederschlag,Niederschlagsmenge insgesamt,2005,200502,73,37,65.91,97.3,64
Niederschlag,Niederschlagsmenge insgesamt,2005,200503,48,56,-34.25,-14.29,63
Niederschlag,Niederschlagsmenge insgesamt,2005,200504,111,56,131.25,98.21,68
Niederschlag,Niederschlagsmenge insgesamt,2005,200505,114,60,2.7,90,73
Niederschlag,Niederschlagsmenge insgesamt,2005,200506,120,87,5.26,37.93,75
Niederschlag,Niederschlagsmenge insgesamt,2005,200507,137,114,14.17,20.18,77
Niederschlag,Niederschlagsmenge insgesamt,2005,200508,150,72,9.49,108.33,84
Niederschlag,Niederschlagsmenge insgesamt,2005,200509,83,64,-44.67,29.69,85
Niederschlag,Niederschlagsmenge insgesamt,2005,200510,42,76,-49.4,-44.74,82
Niederschlag,Niederschlagsmenge insgesamt,2005,200511,44,36,4.76,22.22,83
Niederschlag,Niederschlagsmenge insgesamt,2005,200512,53,31,20.45,70.97,85
Niederschlag,Niederschlagsmenge insgesamt,2004,200401,125,61,204.88,104.92,60
Niederschlag,Niederschlagsmenge insgesamt,2004,200402,37,34,-70.4,8.82,60
Niederschlag,Niederschlagsmenge insgesamt,2004,200403,56,22,51.35,154.55,63
Niederschlag,Niederschlagsmenge insgesamt,2004,200404,56,25,0,124,66
Niederschlag,Niederschlagsmenge insgesamt,2004,200405,60,58,7.14,3.45,66
Niederschlag,Niederschlagsmenge insgesamt,2004,200406,87,94,45,-7.45,65
Niederschlag,Niederschlagsmenge insgesamt,2004,200407,114,101,31.03,12.87,66
Niederschlag,Niederschlagsmenge insgesamt,2004,200408,72,48,-36.84,50,68
Niederschlag,Niederschlagsmenge insgesamt,2004,200409,64,30,-11.11,113.33,71
Niederschlag,Niederschlagsmenge insgesamt,2004,200410,76,111,18.75,-31.53,68
Niederschlag,Niederschlagsmenge insgesamt,2004,200411,36,32,-52.63,12.5,69
Niederschlag,Niederschlagsmenge insgesamt,2004,200412,31,41,-13.89,-24.39,68
Niederschlag,Niederschlagsmenge insgesamt,2003,200301,61,10,-34.41,510,97
Niederschlag,Niederschlagsmenge insgesamt,2003,200302,34,58,-44.26,-41.38,95
Niederschlag,Niederschlagsmenge insgesamt,2003,200303,22,79,-35.29,-72.15,91
Niederschlag,Niederschlagsmenge insgesamt,2003,200304,25,27,13.64,-7.41,91
Niederschlag,Niederschlagsmenge insgesamt,2003,200305,58,151,132,-61.59,83
